motif,lank,time,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,x_Head,x_LFoot,x_LHand,x_LKnee,x_LShoulder,x_Neck,x_Nose,x_RFoot,x_RHand,x_RKnee,x_RShoulder,x_Tail,y_Head,y_Hip,y_LFoot,y_LHand,y_LKnee,y_LShoulder,y_Neck,y_Nose,y_RFoot,y_RHand,y_RKnee,y_RShoulder,y_Tail,z_Head,z_LFoot,z_LHand,z_LKnee,z_LShoulder,z_Nose,z_RFoot,z_RHand,z_RKnee,z_RShoulder,z_Tail
0,1,0,0.06423363023469388,-0.01802078823469388,0.00270696242857143,-0.02164455017346939,-0.01137136594897959,0.0037047761530612246,-0.011007902989795917,9.297232857142853e-4,-0.002865577989795918,-0.008590760551020411,0.0031112896020408154,-3.556876530612251e-4,-0.012598860326530611,0.015320479061224489,0.007784986397959184,0.0050013934897959154,-0.009920789663265305,-0.0016769710918367387,0.007620514520408167,7.785940102040805e-4,-0.0035159383061224483,-0.01004974606122449,-0.0011206537857142813,-0.018668858846938773,-0.008056591775510205,0.0013079197448979583,0.00306988107142857,-0.01179744173469388,0.03643827379591837,0.007977621306122446,-0.007812126367346939,0.009183802234693875,0.006355821857142851,-0.0023808208775510154,0.020969769704081632,0.007456061897959186,1.0992508021104994,0.13175008204006305,1.0764047927964813,0.20132944332202193,0.862687550073201,0.9321631003996647,1.188718422511666,0.23678881483032527,0.823147690952039,0.2519897154555294,0.8279428201161216,-0.22025684825046174,-0.2422570102806498,3.1707332412823597,0.8134454902710255,0.7184020418983097,0.4592098585234158,-0.06862268678624964,-0.09081826750537783,-0.06456441064511931,0.8400462583299594,0.6738280787345703,0.4498467935095496,-0.07257427716962807,0.4541596741615897,-0.0026831481797009067,0.19407077920797094,0.1754226437102072,0.19744516974154686,0.17541954804547133,-0.024811573813465944,-0.18664849052718152,-0.15220082753698752,-0.14679835579963596,-0.16680906435344747,-0.015358744914228697
0,1,1,0.0946858986122449,-0.008964051265306123,0.002512181173469388,-0.015884287867346938,-0.002437845765306124,2.6930510204081564e-4,-0.004786400826530612,-0.0016091176428571427,-2.4911489795919503e-5,-0.0016353454795918375,0.0051455534285714255,-1.451158979591825e-4,-0.02246768963265306,0.016058329102040813,0.006643885285714288,0.006078792908163262,-0.010769963571428573,-0.0021835058775510215,-0.009842649459183674,-0.0036428743775510203,-0.006833276520408162,-0.008578713020408165,0.010133589132653062,-0.0037213128367346955,-0.010836024999999999,0.003028461153061225,0.007820281571428571,-0.018871783020408164,0.023776562255102027,0.005956114969387758,-0.010862074418367345,0.02544205626530612,0.012882851867346933,0.01751724069387755,0.031926178295918366,0.00444152794897959,1.139631235171044,0.10789754449855801,0.9925860976997571,0.19353837474231167,0.889812839168904,0.9604235288763895,1.2279086946048787,0.13293353994647172,0.8616983265602067,0.22015840362604142,0.8616723486821957,-0.24321879942266156,-0.14916080156395456,3.2345657069696734,0.8518507695279812,0.806278218647387,0.5024166065237219,0.0011837809050020132,-0.011640605411253807,0.03561188277880062,0.8624804696979194,0.7663713565373091,0.5110565035478487,0.004439679559469195,0.46001469882465923,-0.006375859877818935,0.14929280135973538,0.15634883400820213,0.1682674161197491,0.1759150440259993,-0.020454378457734276,-0.16635529717406192,-0.1251466576985257,-0.1600545272054293,-0.16971047319509402,-0.014943324075753307
0,1,2,0.12760945842857144,-0.002640933734693876,0.0012512483265306098,-0.0023172922959183682,0.009431521989795917,-0.0018142231632653058,-0.001493728969387755,-0.005190758928571429,-0.0022832005102040812,-8.248147448979603e-4,0.0037743342959183665,-0.003720331479591839,-0.010544285275510202,0.015086501632653062,0.008315947734693878,-0.004394847163265308,-0.006583683806122447,-0.0072930265918367335,-0.008995731326530611,0.0021411084489795914,-0.008231578142857143,-0.014167511153061224,0.00894925681632653,-7.672353061224494e-4,-0.00370352874489796,0.004418859653061224,-3.488865306122279e-5,-0.017454435612244898,-0.008847262102040813,0.002923568663265306,-0.00799797819387755,0.0340491407755102,-0.0048726899183673435,0.019964036265306122,0.039044981693877545,0.016906372142857142,1.1750847454739344,0.09491534848475518,0.9605577290475341,0.18430863955095703,0.9068669885075582,0.9799256618020886,1.2666711653524496,0.025722404190746784,0.9080643953342051,0.15000307129090307,0.8912461949472307,-0.27807662677770173,-0.049535557802525554,3.280525248890233,0.90676938772006,0.9188710295714568,0.5506920999626124,0.0872528542108294,0.07868770177482545,0.14448634772979935,0.9013099886951004,0.8902062400375941,0.5605890966218507,0.08464364734279387,0.47281618428277716,-0.0041151972597686095,0.15530760403119195,0.12876555989447097,0.16073726053830767,0.17160532470200046,-0.005748618658658021,-0.15730718048994047,-0.10918441658986006,-0.1629477530528282,-0.1706591339117726,0.012260236903501531
0,1,3,0.13752238514285714,-0.002581344969387757,0.00166042694897959,0.010971254244897961,0.013209627785714285,-5.921369183673473e-4,0.0031903111530612233,-0.00892391625510204,-0.004317446999999999,-0.0012936903367347001,2.5250796938775834e-4,-0.0059195729489795925,-0.013211321193877554,0.01818862119387755,0.0011966283673469414,-0.002774405102040809,-0.00580892794897959,6.751101224489813e-4,-0.014710223806122448,0.0030636507040816326,-0.011296669867346941,-0.005037168734693879,-4.467384387755081e-4,-0.003115133030612246,-0.002499382836734694,0.0026707669795918354,0.012055277908163263,0.0011598018367346924,-0.02415108116326529,-0.009422738153061225,0.0029240260612244883,0.04462898262244898,-0.0023345315816326534,0.01683908134693877,0.018704972102040817,0.013191586408163265,1.1815826231691238,0.12045604048285614,0.9190077795712622,0.19134883194223784,0.9154492052346704,0.9848841698826273,1.272304575739185,-0.0074614431467048825,0.9165933603186217,0.11906597821604402,0.9048277014303527,-0.27355097282388735,-0.01501444603299179,3.321765729839328,0.9186615599897161,0.9559609332970131,0.5587221012719249,0.12639068792712232,0.11554333242030654,0.17450623313732516,0.8960107233345649,0.9384931853956258,0.5741593315262108,0.12190285463017272,0.4745121110658084,-0.005288029132375637,0.16559618760137504,0.1455327125850693,0.16794741775622302,0.16576933802726532,-0.003828575150616881,-0.14445813819251993,-0.10129326406196557,-0.1609289480862871,-0.17722976536906127,0.03988145155679037
0,1,4,0.13562518917346938,-0.012169827081632653,-0.003617828428571426,0.011992639693877552,0.00954360831632653,-0.0014465854387755105,-0.002212262683673469,-0.008633423173469388,-6.738361530612244e-4,-0.0019839930000000016,-0.004619152326530615,-0.007450057377551022,4.5983521428571983e-4,0.017179604275510206,-0.008125714653061224,-0.009887291377551018,-0.004826361081632655,0.007723676806122445,-0.016428950387755104,-0.001901454704081633,-0.003542653163265306,-0.0017488583673469405,-3.047675204081646e-4,-0.008397779836734688,-0.00683535963265306,0.0028893312346938813,0.004276374316326533,0.0048837100204081624,-0.013838316051020412,0.002753821683673465,0.0014377349387755104,0.033878028418367345,-0.017433761173469394,-3.027348163265356e-4,-3.564962244895475e-5,-0.00807860869387755,1.1894607653779405,0.10091741739265406,0.9328515904832201,0.1767169739585282,0.9114333541971027,0.986112296465125,1.276183887554767,0.04691532416427498,0.896244398259433,0.14817319285227143,0.9048723718821581,-0.2720449417902018,-0.02758985654298257,3.3723783878975615,0.9103312952564275,0.9480118281076289,0.5591008667639114,0.11321573224257242,0.09753266446502898,0.15752770604335747,0.9144618968873887,0.9360371079678809,0.5766275122713914,0.10977753535345344,0.487663872462834,0.00834249841088979,0.18071053837588094,0.18925913643876252,0.18130575852761233,0.18312004530464443,0.0027238309560632147,-0.1585601187902172,-0.10513894760366338,-0.15387034503832145,-0.17023224911009682,0.04529864843878304
0,1,5,0.1321637633265306,-0.015248782214285715,-7.769239591836742e-4,0.01709364248979592,0.011207934663265305,-0.0027120428979591836,-0.002733174214285711,-0.005991180540816326,0.0023718922142857146,2.527110918367379e-4,0.003049562295918369,-0.006093472581632653,-0.005094127642857142,0.0077547704081632664,-0.010848682520408163,-0.025862738367346934,0.003147247214285713,-0.007198174928571434,-0.016766191112244897,-0.0010283677755102024,-0.0023093482040816324,6.060757959183629e-4,0.018423880306122447,0.008652304499999998,-0.0036269917551020408,0.005243121204081633,0.0031114070918367336,0.011333582479591833,0.0033406984591836807,0.0070549241020408165,0.003803091663265308,0.05561017567346939,-0.030353613265306122,-0.010485360010204081,-0.021298935612244902,-0.02063126480612245,1.1867836025069411,0.10928281016288807,0.895058013015624,0.17366869898952036,0.9015339916548194,0.974201102830615,1.2686425785252513,0.0467566912218,0.9553925515323538,0.15271960217214836,0.9059991748125948,-0.27476118214543344,-0.04576661804847515,3.4516499255166027,0.9319545426426941,0.9304919230998943,0.5731071826480487,0.10008657422053402,0.07571721623944369,0.13938315567557125,0.9135451451730531,0.9239113520465259,0.5649548781601064,0.09208494914083001,0.4906444655010934,0.011128207124068826,0.17928612419878232,0.16215137450876219,0.19013131881446152,0.1956119251783276,0.010924258062526799,-0.1677954889643703,-0.13352658171769338,-0.16708844237556672,-0.1644117149857119,0.034705786397193204
0,1,6,0.11916194236734694,-0.018261491408163265,3.140741428571437e-4,0.003801908755102044,0.008451885724489797,-9.75378653061224e-4,-6.98211959183675e-4,-0.005044651826530613,0.004135775459183673,-0.004998087397959196,0.010521685285714287,-0.00595106037755102,0.0022505842040816326,0.0016764475816326532,-0.002054499336734696,-0.014063381295918368,0.003938409999999998,0.011273931785714281,-0.017700841734693877,0.005986476255102039,0.0036741892857142864,0.00822592308163265,0.02155296384693878,0.0055175691938775485,-0.0021474800306122443,0.006219216000000001,0.004028903734693878,0.005417345306122449,-0.00616765653061225,-0.0036002602142857125,-0.003062227642857142,0.05010132072448979,-0.018316080163265316,-0.03205107603061225,-5.949092755102066e-4,-0.026791199979591836,1.1615652836811223,0.09167546742198612,0.9238023042665948,0.16606100059848397,0.885059003948061,0.9584338618981503,1.2502354073773705,0.08011193693500543,0.9592069669178616,0.17418199289424488,0.888296533708582,-0.2810807961698121,-0.09290379780019992,3.5496872909621175,0.9202743536164122,0.8681301779092679,0.5596606070519994,0.062150911001838366,0.046476929459921795,0.08417993099378168,0.9173777169593718,0.8661821685016947,0.5476652063389291,0.05752014300482408,0.48682311497772623,6.301310885008339e-4,0.18269107881540786,0.1905535797416939,0.19003427000802725,0.18984450801645522,-0.0037873408612676095,-0.1699255656785377,-0.16467350167480177,-0.17108752035448788,-0.17031087873800618,0.02554112087670522
0,1,7,0.12462710610204082,-0.013049488377551023,-4.0903029591836696e-4,-0.009991108795918368,0.00869382287755102,1.7379391836734693e-4,0.0022101719795918403,-0.0038910174795918377,0.002423812265306123,-0.012489605836734691,0.002598611775510207,-0.003923284948979592,-0.00582401,-0.004823225367346937,-6.396496938775442e-5,-0.006192370673469386,0.006390243744897959,0.01809873079591837,-0.026023789642857138,0.005396783836734694,0.00305502062244898,0.014534952928571425,0.022817159183673465,0.009096221755102043,-0.0025233878673469393,0.0035317444897959172,-0.0022572075306122453,0.001573993214285711,-0.017194245234693883,-7.404115306122476e-4,-0.009062152346938773,0.03478381833673469,0.0025635557448979605,-0.024886648112244898,0.003126673153061229,-0.014675776479591833,1.1768494809313406,0.0644143762068354,0.9395141897206664,0.15163110289962375,0.8993813145608069,0.9766203002555488,1.2753662344775558,0.08894391509206698,0.9737699692028416,0.1777860000132423,0.8942973445277914,-0.2842008092565998,-0.09093204119591802,3.5654282517340996,0.9327679209876885,0.8689851001084042,0.5703689761303216,0.06463685134100833,0.05283464281080805,0.08613302549489449,0.9066305089134736,0.8705121584634461,0.5416851532962572,0.061992809962384515,0.4934579976187151,-0.011786069675601231,0.16996290931845126,0.1646418975555106,0.17386116132667376,0.1759480426327745,-0.01888561689084908,-0.15265930267371236,-0.175705752768528,-0.1585771756166922,-0.1759905996345666,0.020756963635480477
0,1,8,0.12369415694897959,-0.012722718173469387,0.007540673816326528,-0.0023729331836734755,0.008158911744897959,7.817600306122448e-4,0.001486136102040817,-0.00376556543877551,-5.5400204081641675e-6,-0.00729154321428572,-0.003099923448979596,-0.0025703403979591847,-0.013435139867346943,-0.0037308266326530615,-0.003367871040816328,-0.016893545244897962,0.011855947438775511,0.01994704181632653,-0.013656752561224485,0.002175795612244899,-0.0015580574693877566,0.023751077520408167,0.023349815173469388,0.010381641224489795,-0.002115362102040816,0.0042429650816326525,8.85303224489799e-4,0.006412056663265304,-0.019957788102040817,-3.401828163265257e-4,-0.004717359102040815,0.02929429625510204,0.011684811581632655,-0.0058891202244898,0.0036153583367346904,-0.007948510510204083,1.1753669038704257,0.11653150405036665,0.9224572778565033,0.183589697190763,0.9020737369081426,0.9794050952457471,1.2774121808078995,0.09656796750661037,0.9723125863497297,0.17203447264061114,0.8961371372110203,-0.27274617675210255,-0.08980639205345903,3.5499377046036007,0.9382072761107614,0.8725175739892655,0.5676586789283952,0.06598704861484372,0.05224430914783271,0.09019853329062205,0.899167923524044,0.8689124197758141,0.5349176849445388,0.06082274151261011,0.500469429749149,-0.009712914109059657,0.17918716215238825,0.13893454648520173,0.17943946983588813,0.17231157777672104,-0.0180880369040224,-0.16890610439615686,-0.19440346993446833,-0.16798123240799193,-0.17586892913532784,0.021955765461906487
0,1,9,0.118404236,-0.013914481387755102,0.012760888867346939,-0.0027181958571428568,0.005845707142857142,0.001967078408163266,0.0031875564897959176,-0.0019632141428571437,-0.0015779230204081632,-0.009083582214285714,-0.005868476959183663,-0.0016736029285714282,-0.022237773367346936,-0.0012462334183673469,-0.013075264336734695,-0.007481503887755104,0.01683278247959184,0.011566376091836732,-0.0047515308163265275,0.0026345058469387753,-4.3293679591836873e-4,0.027242480530612238,0.023760111142857143,-9.314081632651382e-6,8.913986734693897e-5,0.007577093469387755,0.013073688581632652,0.01130160526530612,-0.024333745010204088,0.0012608481020408293,0.010068943928571425,0.03456543876530613,-0.0026410450102040827,-0.011829628336734697,-0.008625974591836736,-0.004319704438775508,1.1709965646930365,0.1387685782859307,0.9377076535063478,0.1972367841304662,0.9040447927079143,0.9763484376697762,1.269450640361596,0.10897548778471823,0.982553233917721,0.16751649088671836,0.9013216733414808,-0.2450268399897454,-0.11016342863353223,3.5523319439272893,0.9304979022174243,0.8485532134848898,0.5631977684819199,0.05600419571793247,0.03428951238778269,0.0667075424707041,0.8929604826126806,0.8579679555013728,0.5360818828314159,0.044168066305186854,0.4957699523056466,-0.013231360618921618,0.18770897822400268,0.13244720251116673,0.1839320192569635,0.16819199524772532,-0.028807431967594707,-0.18222923481801553,-0.19139305362635461,-0.18131196976844546,-0.17631556719766067,0.02088506038824216
