dataid,sec,motif,tag_motif,kclust18,kclust06,v_Face,v_Head,v_Hip,v_Trunk,x_Head,y_Head,x_Face,z_Face,y_Face,x_Hip,z_Hip,y_Hip,y_Trunk,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
1,1,1,0,12,6,0.025386263031392766,0.007598617,0.003977136,0.007574133,0.065724254,0.022663728196803005,0.059813699,0.021044097,0.017207313067223805,-0.034524808,0.022716497,-0.040343736,0.059707869,0.001387873,-0.054895703,-0.769466581,-0.027835253,0.1714884771606548,-0.00856144,0.067231562,0.037121404534887235,-0.070131229,-0.170670063,-0.306559609,0.208591243,0.3251010892011478
1,1.1,1,0,12,6,0.026431751726902514,0.010465712859293881,0.004426937,0.007428635,0.065207115,0.024195495,0.060969961,0.023467314,0.019113470833610896,-0.034253052,0.022904452660166764,-0.040435504,0.06114556,0.005349761,-0.041423706,-0.811526286,-0.042909534,0.15472028730953302,0.025654536465621335,0.033878899,0.029023320652921774,-0.066118405,-0.161040944,-0.246153813,0.20728342674851474,0.2984740648785035
1,1.2,1,0,12,6,0.031439982,0.023272563,0.003816689,0.010949943739571422,0.064779126,0.025450388905459004,0.065799554,0.022866851,0.020398268597972308,-0.034698889,0.021814544665224894,-0.040619193,0.062278064,-0.031053565,0.015611794941670415,-0.783058656,-0.104915592,0.22363105798011604,0.08727778,-0.009464988,-0.0088413,0.031883305,-0.12293622,-0.135387697,0.14917171627024506,0.24587288966200277
1,1.3,1,0,15,5,0.039458086825716186,0.037963866,0.002720424,0.016982352879566728,0.06461269,0.026055451879102104,0.074056811,0.017079541058353936,0.022585589,-0.035661,0.019482887,-0.040958431,0.062850415,-0.089620656,0.090856639,-0.648401338,-0.166605635,0.3807193311080737,0.14854739243950113,-0.035752132,-0.078402828,0.14955196447641966,0.004371766,-0.064317541,0.07598133,0.13422921433623888
1,1.4,1,0,15,5,0.049759282,0.051093899,0.004138341,0.023858986634562894,0.064876619,0.025495380979877406,0.078411883,0.011541259260120493,0.023330532,-0.03708464,0.016278545,-0.041146497,0.062473049,-0.156579374,0.17581258349139428,-0.501939321,-0.228326288,0.4854863129594808,0.1695392374906991,-0.058890885,-0.113466428,0.22668596537155905,0.062651209,-0.062916745,0.013945186901357019,0.067848527
1,1.5,1,0,11,5,0.060459265,0.059340539,0.007440783,0.029483193,0.065616818,0.023323970408326497,0.078948223,0.010663915252609266,0.022298379,-0.038940655,0.013273168102664018,-0.040607,0.060939789,-0.226045925,0.24665722204390422,-0.43141991,-0.29223775,0.4752765768669762,0.16671736410618393,-0.098078943,-0.110212549,0.23535420780726327,0.069695901,-0.12368066,-0.021953465,0.039817627
1,1.6,1,0,11,5,0.064281951,0.06040113,0.010654409230748325,0.031964404352243715,0.06680073,0.019103803352939396,0.078557001,0.012532435569741804,0.017952438238883102,-0.041205507,0.011809398118513031,-0.03874982,0.058169456,-0.290699886,0.2662431175575086,-0.430594157,-0.307363702,0.39296232790536095,0.1445593124169978,-0.107642443,-0.083668777,0.2145606068510102,0.057444331736451706,-0.179701788,-0.049061254,0.048752422
1,1.7,1,0,11,5,0.057397112045021736,0.053675605,0.012790726774164997,0.030329322,0.06805393,0.012692660055486596,0.079783424,0.013385859283564411,0.011204432516039003,-0.043998665,0.012043555463064898,-0.035264064,0.054404452,-0.343831032,0.21794994581610455,-0.441566281,-0.236442338,0.3009186347155811,0.1000804406314421,-0.0573618,-0.048862853,0.18844329681678446,0.060226946,-0.177527385,-0.084324773,0.043990774285165964
1,1.8,1,0,1,5,0.04469605,0.041222914,0.012997705,0.025233645858728244,0.068892421,0.004617999,0.082069359,0.011675429051242366,0.003804655,-0.047176259,0.013399354677390448,-0.030317488,0.049908736,-0.384042305,0.1203816587198429,-0.42894124,-0.122069661,0.24860565503595114,0.029983743,0.027863589,-3.97E-04,0.14809174185084584,0.1095227970123799,-0.145363533,-0.119179784,-0.003868234
1,1.9,1,0,1,1,0.031205196,0.026600766,0.011024634629869506,0.018191448776780604,0.069025338,-0.003620384,0.083660969,0.00952638,-0.003090232,-0.050144994,0.015222874483632822,-0.024663047,0.045017354,-0.409271829,0.00217132,-0.416060505,-0.021804336,0.21874059323203973,-0.052632332,0.10638230817058104,0.062716238,0.099086277,0.19704904312411128,-0.111896181,-0.14355021,-0.069668566
1,2,21,1,14,1,0.016883199155834593,0.013740680270324199,0.007835114,0.011424424419508465,0.068649802,-0.010393094,0.084868389,0.008485076,-0.011072895,-0.052491263,0.016434949,-0.019397262,0.040507388,-0.425406703,-0.113779653,-0.411480346,0.059400096,0.1688988826596654,-0.112798748,0.18062071577594332,0.12520168554638644,0.08613973,0.2830319378558231,-0.059908295,-0.181776523,-0.074196802
1,2.1,21,1,14,1,0.010618104,0.006388976,0.005465118,0.006835316,0.068097631,-0.014912656,0.086482201,0.008828878,-0.017090938,-0.05412421,0.016348881565528182,-0.015307017,0.037160313,-0.44834493,-0.182277236,-0.407009042,0.073715073,0.12295036093483379,-0.134718992,0.20918593586185333,0.17163166133555183,0.061233141,0.38879148035087185,-0.023292288,-0.210336279,-0.078479264
1,2.2,21,1,14,1,0.013960312895240825,0.00728865,0.005526903,0.005486117,0.067713068,-0.016899406,0.087984741,0.008775095,-0.018081277,-0.054896616,0.015208546436914189,-0.01296225,0.035366472,-0.478039921,-0.182236516,-0.379628379,0.029050394419765146,0.11672092263009046,-0.140459046,0.18883456404210988,0.19074293740291776,0.028078093932047788,0.4608954651167534,0.014993184,-0.2116632,-0.134254538
1,2.3,21,1,14,1,0.017610278253325454,0.010006416580919298,0.006744376,0.005540594,0.067649594,-0.017059204,0.088864621,0.008423739,-0.017201106,-0.055072973,0.013983285969629968,-0.012281889,0.034792279,-0.495078731,-0.164044699,-0.349261912,-0.002359146,0.1140313409583512,-0.139052649,0.16993723237470426,0.18951297080542565,0.007746414,0.47519104257468314,0.048429911,-0.207787104,-0.172596118
1,2.4,21,1,14,1,0.021784739589094045,0.012443206433290417,0.007674143,0.005284342,0.06778693,-0.016268829,0.089521798,0.008425843,-0.016286883,-0.055168446,0.013245545,-0.012901926,0.034907397,-0.501749156,-0.145234527,-0.335221835,-0.03701438,0.12583872826830494,-0.124825925,0.1502315102400101,0.17851376742885916,-0.02309435,0.4569463805053963,0.066910569,-0.218948231,-0.187282372
1,2.5,21,1,14,1,0.025551032938721262,0.014942568,0.007256256,0.004382039,0.067939133,-0.015097788,0.08972493,0.008375437,-0.013345175,-0.05544679,0.013191640257514847,-0.014355528,0.035238692,-0.494595739,-0.13163951,-0.332656978,-0.078025628,0.1649060957572452,-0.11171205,0.11400999710686424,0.15588482812567228,-0.045709511,0.4090253711696474,0.083730953,-0.240303019,-0.232018909
1,2.6,21,1,14,1,0.027307800097426317,0.017628544468805175,0.004999633,0.003153042,0.068076506,-0.013867956,0.088106901,0.00775668,-0.008735749,-0.055687128,0.013584495375401393,-0.015670461,0.035556911,-0.472276809,-0.12750814,-0.328872885,-0.119744773,0.2232092667229634,-0.116907482,0.063634321,0.13977992565856961,-0.033003302,0.3277518014503788,0.102510254,-0.24293593,-0.287525558
1,2.7,21,1,14,1,0.027929660135824142,0.019968543,0.003556066,0.003216458,0.068274682,-0.012504593,0.085837706,0.006981323,-0.00474964,-0.055643689,0.014134394942472352,-0.016227975,0.035822864,-0.453729198,-0.120575363,-0.326077677,-0.138180178,0.2657779221858036,-0.138726134,0.024885351417883853,0.13322221940043014,-0.004732581,0.2665447408721499,0.10901037059916346,-0.217995834,-0.309418782
1,2.8,21,1,14,1,0.027601841042966067,0.020446834,0.006671034,0.00449076,0.06864343,-0.010135969,0.085354715,0.00611943,-0.001013226,-0.055123067,0.014687011922273334,-0.016215645,0.036063007,-0.447032366,-0.104076089,-0.321901196,-0.094179097,0.26092037874440466,-0.17383227,0.022940817,0.11259101729787477,-0.016877349,0.2545659538605143,0.13057146492506252,-0.170141428,-0.3080227
1,2.9,21,1,14,1,0.025561931965789784,0.018538951284740663,0.009990392,0.005342455,0.069140031,-0.006584248,0.086221664,0.004099478,0.003882204,-0.054198666,0.015275882,-0.016405959,0.036425449,-0.430023823,-0.097499008,-0.299216557,-0.020262196,0.2638377560069878,-0.208865403,0.036205466087781135,0.07022376,-0.043335334,0.28121732944488365,0.15178045211854874,-0.105313708,-0.306698367
1,3,21,1,14,1,0.021394596386730996,0.015022711018940463,0.011630424661894399,0.005451132,0.069560584,-0.002557087,0.085916409,9.91265018169197e-4,0.009869289,-0.053132499,0.015761669,-0.017427375,0.037044888,-0.390717617,-0.10518654,-0.257915398,0.060587964635771006,0.2821318659777519,-0.247670908,0.051735912,0.024196116615597424,-0.056185474,0.27782188596644153,0.15354300590315514,-0.043146057,-0.303163476
1,3.1,21,1,13,1,0.015722249765957697,0.011182585386559077,0.011294186869951794,0.005156274,0.069692405,0.001287156,0.085021432,-0.001696366,0.015011475,-0.052250957,0.015732854144838174,-0.019420667,0.037870333,-0.339703046,-0.123136581,-0.215196205,0.129260104,0.2931830853165449,-0.266747301,0.066061527,-0.021871313,-0.043650964,0.2456926352787974,0.1380717568805598,-0.019805308,-0.284812161
1,3.2,21,1,13,1,0.010840498214269799,0.008437349,0.009502112,0.004756071,0.069579157,0.00454965,0.085200699,-0.004193466,0.018169073715367003,-0.051701053,0.015068647324226064,-0.021662317,0.038731547,-0.295851648,-0.141758844,-0.164413493,0.1713263599979667,0.31242224682547254,-0.257142793,0.079372731,-0.066663763,-0.016498848,0.22884949674186214,0.12147205536475618,-0.035194822,-0.257390531
1,3.3,21,1,13,3,0.009669526,0.007944611,0.006971562,0.004393724,0.069356801,0.006859882,0.086007803,-0.006638483,0.020106456,-0.051506616,0.013886794192894094,-0.023339265,0.039505808,-0.268896258,-0.149554849,-0.104308498,0.16890314944546178,0.3533681835972481,-0.232163313,0.075482143,-0.097782631,0.005751128,0.2366799068371822,0.10626797415602188,-0.058536673,-0.245020283
1,3.4,21,1,13,3,0.010868824756883387,0.010128692525355861,0.004551775,0.004106293,0.069213062,0.008135872,0.084746272,-0.0084937,0.022429452854204106,-0.051494905,0.012486465831079447,-0.024229721,0.04023506,-0.249799966,-0.14501703,-0.049154314,0.13326362697770622,0.39222110724718484,-0.219895581,0.044893373,-0.10072711,0.033332734,0.19670640193213632,0.10395585920487178,-0.059332774,-0.253212684
1,3.5,21,1,13,3,0.010994949568361093,0.014234598785473935,0.002843039,0.003893035,0.069178568,0.008526041,0.082473322,-0.009911634,0.024471215600764908,-0.051530742,0.011107028059453402,-0.024647548,0.040982883,-0.235978127,-0.136440326,-0.001956946,0.099613559,0.41505529558319615,-0.216424602,0.014970573,-0.089071508,0.081856678,0.099990825,0.1395318920580715,-0.055203937,-0.269723861
1,3.6,21,1,13,3,0.012440893150347626,0.018804520758914832,0.002264815,0.003592889,0.069199845,0.008528727,0.082228276,-0.010739634,0.024441222,-0.051487011,0.010178204451763703,-0.025001239,0.041781081,-0.237875981,-0.122397165,0.026744246613299542,0.064281422,0.44186796432194314,-0.196625745,0.003135151,-0.08170046,0.1083283945152399,0.031145332808888097,0.19434027360096534,-0.067117806,-0.279037671
1,3.7,21,1,13,3,0.015232107,0.021481698832740953,0.002216956,0.003171154,0.069107019,0.00903774,0.082965043,-0.011022152,0.023194515198478004,-0.051380182,0.009656409,-0.025432888,0.042594176,-0.242930825,-0.10957291,0.039320479195854414,0.031730345,0.46735786296222126,-0.169500162,-5.94E-04,-0.077253033,0.099626529,0.014845148137217799,0.22366772381124048,-0.085012999,-0.261419935
1,3.8,21,1,13,3,0.016116716633630068,0.020581705731367153,0.001919665,0.002801365,0.068740077,0.010808204190250498,0.082500918,-0.011266363,0.023864795738363496,-0.051314875,0.008987897,-0.025893791,0.043389104,-0.228539173,-0.109182666,0.055603783280328334,0.026617583293634946,0.4664579661685615,-0.157754806,-0.014141226,-0.075920267,0.08208975,0.028540785,0.20864036932518945,-0.087446497,-0.230426318
1,3.9,21,1,13,3,0.014164017,0.016037845,0.001454382,0.002524415,0.068127555,0.013769685093441598,0.081110795,-0.010970857,0.026753454693505895,-0.051398163,0.00765808,-0.026181165,0.044154525,-0.195447277,-0.123325044,0.077806332,0.053716949,0.4155214797565925,-0.154221971,-0.042628825,-0.080416848,0.062930929,0.073933226,0.15779974397966878,-0.073041861,-0.194139695
1,4,21,1,3,3,0.012397449321714224,0.009919827,0.001286867,0.002179678,0.067362601,0.017244990021595505,0.080757792,-0.008194729,0.029596597563306605,-0.051626876,0.005762031,-0.026261869,0.044815042,-0.164836336,-0.14090342,0.072736032,0.078673023,0.3081136585402355,-0.127320098,-0.088189281,-0.093610833,0.024508517725836742,0.17089837287648954,0.094275985,-0.062430973,-0.152001066
1,4.1,21,1,3,3,0.010727629,0.004023593,0.001480961,0.001696637,0.066548178,0.020581595871493795,0.080832745,-0.005015927,0.03128202,-0.051902689,0.003743625,-0.026256026,0.045284975,-0.139946376,-0.157998217,0.063372014,0.10073506883803618,0.19049078801604583,-0.094940528,-0.127640788,-0.105483091,-0.018185275,0.26990558173517815,0.041479449,-0.06455549,-0.095277525
1,4.2,21,1,3,3,0.009318815,8.578080779242245e-4,0.0013843,0.001437799,0.065851458,0.022947339425053198,0.080723935,-0.004058866,0.032367827178171396,-0.052074534,0.002435133,-0.026305885,0.04556286,-0.121705664,-0.168191654,0.07448738,0.11659478048497246,0.13396314694969905,-0.081244911,-0.14720582,-0.112132757,-0.034830853,0.3270981607147756,0.017074538,-0.074243665,-0.052908232
1,4.3,21,1,3,3,0.00851779,0.001154067,9.374135540632461e-4,0.001705525,0.065439288,0.023977289542694596,0.079941281,-0.004841789,0.034197893,-0.052079072,0.00211698,-0.02642256,0.045715018,-0.109549991,-0.167557055,0.093341998,0.1218857414457585,0.13849097146940886,-0.090860466,-0.158746508,-0.114874973,-0.017992339,0.32664787,0.019232439846850382,-0.075505011,-0.056525516
1,4.4,21,1,3,3,0.008198393,0.002023718,8.78928000326256e-4,0.002125258,0.065425151,0.023724152,0.078562023,-0.006053938,0.036556524,-0.051880334,0.002621763,-0.026609533,0.045800479,-0.100911967,-0.163308621,0.10283288485525141,0.12857186704134924,0.16477440461254866,-0.116865484,-0.161594867,-0.113722211,-0.001490942,0.29082222767136845,0.018365845306224197,-0.057192957,-0.098918597
1,4.5,21,1,3,3,0.008403075,0.003451085,0.001431802,0.002296418,0.065635395,0.023033165,0.077171478,-0.007507206,0.037814916,-0.051510836,0.003161219,-0.027016676,0.045995587,-0.096502599,-0.155903795,0.11418742816162218,0.1321263618207575,0.19680873915078628,-0.140859287,-0.15058382,-0.108248893,0.006246198,0.2255747108027815,0.027826027678442423,-0.040817943,-0.133133908
1,4.6,21,1,3,3,0.009261778,0.00432219,0.00306417,0.002307396,0.065812436,0.022486186830668296,0.076440243,-0.008904616,0.037418535,-0.051127182,0.003455315,-0.027592203,0.046362322,-0.097281224,-0.146298116,0.12836330646440877,0.140128233,0.21925405628603328,-0.155291093,-0.124173411,-0.100507695,-0.009548028,0.16674020129649003,0.038076029145806004,-0.039257378,-0.139718412
1,4.7,21,1,3,3,0.008954206,0.005032036,0.005736135,0.002377958,0.065755008,0.022479055537109008,0.075644541,-0.010260549,0.036531505466031206,-0.050939406,0.003445108,-0.028082122,0.046855545507558397,-0.097543031,-0.136418818,0.1474816672059713,0.16538218430401877,0.22016686991962423,-0.17113594,-0.091558247,-0.089627747,-0.026444246,0.099687415,0.065459213,-0.054219125,-0.121855924
1,4.8,8,2,3,3,0.008240731,0.006061135,0.007817164,0.002274306,0.065481591,0.023010799054223305,0.074614289,-0.01148009,0.036195524,-0.050999103,0.003150439,-0.028312467,0.04740489,-0.094139518,-0.128496682,0.17079064808590796,0.18616906884003556,0.21703261369769006,-0.184951655,-0.074437225,-0.076558231,-0.033316382,0.03801921,0.10274619328073067,-0.07309581,-0.099131305
1,4.9,8,2,16,3,0.008405356,0.007047951,0.00799052,0.002142073,0.065350104,0.023607085759588496,0.074401516,-0.012621324,0.036004876,-0.050949272,0.002582368,-0.028553819,0.04792374,-0.090335879,-0.124184846,0.19851981799146612,0.18474351006897693,0.22991014143642016,-0.180825331,-0.070276011,-0.072094089,-0.030398665,0.015796221,0.11979104395477964,-0.081025674,-0.082669937
1,5,8,2,16,3,0.009567412,0.007983022,0.005898002,0.002517729,0.065733047,0.023762722,0.075100406,-0.013647006,0.034630272,-0.050308172,0.001761649,-0.029220453,0.048285234,-0.0892931,-0.122763551,0.22770459525304357,0.15663635899123204,0.26069432422743305,-0.152558399,-0.061838834,-0.080177805,-0.008906739,0.028306683,0.093910575,-0.06982776,-0.053801837
1,5.1,8,2,16,3,0.011403903228091532,0.008736463,0.002729627,0.002992708,0.066623163,0.023222724917078295,0.075823941,-0.014205008,0.031691968470440195,-0.048874109,5.161022913086795e-4,-0.030613678,0.048600095,-0.088346039,-0.122947793,0.25476071460920596,0.10725797825496271,0.287361024,-0.104473895,-0.038293968,-0.093181602,0.017610241497807638,0.029320947,0.036218739,-0.042892499,-0.007953164
1,5.2,8,2,16,3,0.011350249,0.009290095,0.003641511,0.003109299,0.06777287,0.022221744,0.075735094,-0.014411087,0.030837099136652606,-0.046955644,-0.001058298,-0.032522753,0.049023062,-0.083059747,-0.11643712,0.28128549380864754,0.099421145,0.2564154805730227,-0.076545746,0.008344403,-0.112494059,0.014965890107566892,-0.064734496,0.025654579935231403,-0.003151263,-0.014019146
1,5.3,8,2,16,3,0.009086499,0.009458516,0.006167182,0.00265864,0.068882837,0.021646695,0.074433238,-0.014891658,0.032348292,-0.045432401,-0.002099635,-0.034026781,0.04948147,-0.069571425,-0.112829712,0.30411518143733973,0.125010737,0.21292921529018435,-0.079299229,0.047496659,-0.127716563,0.006396829,-0.207046175,0.053891032772861815,0.044395776515504116,-0.044940419
1,5.4,8,2,16,6,0.006447804,0.009472019,0.006672827,0.001803011,0.069679405,0.021792892,0.072418404,-0.015063607,0.0351878,-0.044901783,-0.002384722,-0.034435932,0.049908551,-0.051448836,-0.118163522,0.3117557988079133,0.14234204247561394,0.19251682095651634,-0.092759958,0.042913261241124386,-0.131132869,0.015646918280912175,-0.313707597,0.082609139,0.093550922,-0.073442705
1,5.5,8,2,16,6,0.007468042,0.009437482,0.005407697,8.114711412851838e-4,0.069849959,0.022345363767225394,0.071370112,-0.01373067,0.036975423093957994,-0.045469483,-0.0024629,-0.03365264,0.050351551,-0.045679705,-0.122549442,0.2951441891841062,0.1192930818797335,0.18689621808941573,-0.086413962,-0.008449684,-0.118257607,0.008539833,-0.314977826,0.085893444,0.12290585449238034,-0.085448777
1,5.6,8,2,16,6,0.009846168,0.00920857,0.003666633,7.567196816702123e-4,0.06917632,0.022950053887043104,0.071601949,-0.011805362,0.037722435,-0.046698674,-0.00282649,-0.032274082,0.050768735,-0.050128553,-0.123414273,0.2756531801655788,0.088507549,0.17527531568482577,-0.065880259,-0.072432768,-0.099842343,0.003162775,-0.224675452,0.064991794,0.1173632924630783,-0.091994959
1,5.7,8,2,16,6,0.010680914400757175,0.008315342,0.002419897,0.001316125,0.067789552,0.02371883,0.07190384,-0.010914688,0.037633321,-0.048065106,-0.003348138,-0.030945141,0.050996665,-0.052696751,-0.125899558,0.2748257620470484,0.080508559,0.15998228381582152,-0.056134043,-0.115043458,-0.078638337,0.008326273,-0.113169248,0.039871665,0.077255653,-0.079995992
1,5.8,8,2,16,6,0.010141366883373597,0.006946051,0.001864757,0.001484074,0.066066306,0.024817641,0.07106891,-0.010608449,0.038094986,-0.049096538,-0.003883837,-0.030128528,0.050920504,-0.043923037,-0.130974091,0.2826791499763418,0.085138034,0.13588642233378512,-0.065445281,-0.142240118,-0.058069262,0.011241736155963314,-0.039748849,0.025435918385671046,0.025535863669055168,-0.063785301
1,5.9,8,2,4,6,0.008295445,0.005453057,0.001432956,0.0014091,0.064563783,0.026403665228783707,0.068366313,-0.011317819,0.038299671,-0.049655814,-0.004292256,-0.029826045,0.05057918,-0.024138948,-0.138843834,0.30269041147561626,0.09741819,0.11808781160838402,-0.096937355,-0.152169653,-0.033940878,0.021973059,-0.027795856,0.011877643,-0.01777129,-0.00665873
1,6,8,2,4,6,0.006449742,0.004546671,0.001176577,0.001421284,0.063518339,0.027999527,0.065462009,-0.012572246,0.038042410431547304,-0.049795083,-0.004766464,-0.029866994,0.050201164,-0.004729688,-0.144183159,0.3312253753385714,0.10857303404570956,0.10831704617781535,-0.129749165,-0.149264751,-0.013948676,0.036591345,-0.046071767,0.001428367,-0.047649975,0.066530097
1,6.1,8,2,4,6,0.005683971,0.004473718,0.001181991,0.00152447,0.063099835,0.028973587,0.064632065,-0.013283793,0.038051113,-0.049554163,-0.00558939,-0.030083872,0.050047634,0.004379377,-0.144311102,0.35729888931849907,0.11090157757513819,0.095793409,-0.135728626,-0.14404326,-0.012830896,0.044645524,-0.051672157,0.002172282,-0.05728369,0.099136116
1,6.2,8,2,4,6,0.0075798,0.004899554,0.001486533,0.001837285,0.063045016399568915,0.029171590355211892,0.065434787,-0.013540519,0.038045254394022794,-0.049169241,-0.006621259,-0.030346491,0.050175274,0.001358776,-0.136089924,0.3799177093617954,0.096385627,0.08966598,-0.119791984,-0.142134502,-0.019441105,0.031724155,-0.028051744,-0.007320742,-0.05263175,0.092230261
1,6.3,8,2,4,6,0.012409118894995224,0.00585909,0.002111705,0.002480608,0.063144529,0.028906249,0.066930185,-0.013988647,0.037870627,-0.048836772,-0.007438379,-0.030626046,0.050451779,-0.011504032,-0.11818862,0.40147909677445004,0.066653705,0.10679957744819212,-0.099022962,-0.143392011,-0.025390708,-0.002245139,0.017767573,-0.034289002,-0.042593418,0.065681317
1,6.4,8,2,16,6,0.016549166148848094,0.007546917,0.002694644,0.003173693,0.063306851,0.028429898,0.067687064,-0.014297802,0.036641817833957195,-0.04855066,-0.007855318,-0.030979582,0.050719069,-0.02523023,-0.10030807,0.41232295712539957,0.037598252384883096,0.12685561383466082,-0.083541552,-0.138174614,-0.023422094,-0.022655276,0.030172398180923737,-0.052532054,-0.041697771,0.063510491
1,6.5,8,2,16,6,0.020151794,0.010082750435624118,0.003123183,0.003813519,0.0635092,0.027888273160698397,0.067650026,-0.014120733,0.035323007813078906,-0.048250845,-0.007998332,-0.03139691,0.050901504,-0.037488522,-0.082063085,0.4099101885006661,0.004580733,0.14320013507275384,-0.07296308,-0.13605759,-0.017663362,-0.02994009,0.010603469465839996,-0.059047539,-0.043310572,0.069739455
1,6.6,8,2,12,6,0.022575691610415578,0.013398265436384971,0.00345132,0.004373276,0.063694062,0.027469185106483406,0.066010238,-0.013789052,0.034629353,-0.047961957,-0.008103451,-0.031751314,0.050928146,-0.043519064,-0.064553642,0.40429014925513745,-0.027808012,0.14992197909814822,-0.077231902,-0.141040386,-0.00445412,-0.018843014,-0.055537324,-0.051161027,-0.04105369,0.083927459
1,6.7,8,2,12,6,0.024487495,0.017006881,0.004010587,0.004730238,0.063856505,0.027222243710366106,0.062538614,-0.013671283,0.035247488001115296,-0.047774237,-0.008393967,-0.031882114,0.050775542,-0.042544247,-0.046840626,0.4062743662422387,-0.059156291,0.14724742253534515,-0.102268301,-0.158333859,0.018730927000697593,-0.003189974,-0.16310957,-0.035627839,-0.02621709,0.094580419
